title,director,release_year,description,type,runtime,genres,9.9
left behind,Vic Armstrong,2014,"After millions of people on Earth suddenly disappear; a pilot flying a plane stuck at 30;000 feet must find a way to ensure the passengers' survival.",tvEpisode,70,"Comedy;Talk-Show",6.7
left behind,Vic Armstrong,2014,"After millions of people on Earth suddenly disappear; a pilot flying a plane stuck at 30;000 feet must find a way to ensure the passengers' survival.",short,19,"Sci-Fi;Short",4.4
legacies,,2019,"Born into a rare supernatural bloodline; Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil.",tvEpisode,21,"Comedy;History",7.7
legend,Brian Helgeland,2015,Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.,movie,132,"Biography;Crime;Drama",6.9
legend of the guardians: the owls of ga'hoole,Zack Snyder,2010,"Soren; a barn owl kidnapped from his peaceful forest home; is brought to an orphanage where he must train to become a soldier.",movie,97,"Action;Adventure;Animation",6.9
legend of the naga pearls,Yang Lei,2017,"A petty thief teams up with two bickering accomplices to safeguard a powerful relic and save humankind from a tribe of vengeful; winged humanoids.",movie,108,"Action;Adventure;Comedy",5.5
legendary weapons of china,Chia-Liang Liu,1982,"Three assassins â€“ magician Lei Ying; hit man Tieh Hon and kung fu master Ti Tan â€“ are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe.",movie,109,"Action;Comedy;Drama",6.9
legends of the hidden temple,Joe Menendez,2016,"A trio of siblings gets trapped in a secret temple; where they must navigate a risky obstacle course to make it out. Inspired by the â€˜90s game show.",tvMovie,65,"Adventure;Family",5.8
legion,Scott Stewart,2010,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,movie,100,"Action;Fantasy;Horror",5.3
lego bionicle: the journey to one,,2016,Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,tvSeries,22,"Action;Adventure;Animation",5.5
lego dc comics: batman be-leaguered,Rick Morales,2014,"When Superman and the other Justice League superheroes start disappearing; it's up to Batman to unravel the caper and save the day.",tvMovie,22,"Action;Adventure;Animation",6.6
lego elves: secrets of elvendale,,2017,"Armed with a powerful amulet; a teenage guardian is tasked with protecting her little sister â€“ and all of Elvendale. Based on the popular web series.",tvSeries,24,"Animation;Fantasy",6.8
lego friends: girls on a mission,"Andrew Tan; Stephen Murray",2018,"Five best friends put their teamwork; wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",tvSeries,11,Animation,7.4
lego friends: the power of friendship,,2016,"Five best friends face adventures side by side in their hometown. Zany antics; love and missteps are better with friends!",tvSeries,23,Animation,6.2
lego jurassic world: the indominus escape,Michael D. Black,2016,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?,tvMiniSeries,24,"Action;Adventure;Animation",5.7
leila,,2019,"In a near-future world where an oppressive regime segregates society; one woman skirts the system to search for the daughter taken from her years ago.",tvSeries,48,"Drama;Sci-Fi",4.8
lembi 8 giga,Ashraf Fayeq,2010,"To upgrade his life; a simple man fakes his credentials as a lawyer when sudden extraordinary abilities give him the talent to thrive.",movie,111,"Comedy;Drama",4.7
lens,Jayaprakash Radhakrishnan,2015,"Addicted to webcams and voyeurism; a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide.",tvEpisode,57,"Drama;Fantasy;Mystery",9.1
les misÃ©rables,Tom Hooper,2012,"The musical version of Victor Hugo's epic tale of love and sacrifice; first produced for the stage in 1985; now receives the big-screen treatment.",movie,158,"Drama;History;Musical",7.6
leslie jones: time machine,"David Benioff; D.B. Weiss",2020,"From trying to seduce Prince to battling sleep apnea; Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",tvSpecial,66,Comedy,5.2
let it fall: los angeles 1982-1992,John Ridley,2017,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.,movie,144,"Documentary;History",7.8
let it snow,Luke Snellin,2019,"A snowstorm hits a small town on a cold Christmas Eve; affecting the friendships; love lives and futures of several high school seniors.",movie,92,"Comedy;Romance",5.8
levius,,2019,Young Levius rises through the ranks in the brutal world of metal boxing under his uncle's guidance. Forces outside the ring have their eye on him.,tvSeries,25,"Action;Animation;Sci-Fi",7.0
leyla everlasting,,2020,"A resilient housewife; her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",movie,112,Comedy,3.8
lez bomb,Jenna Laurenzo,2018,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.,movie,90,"Comedy;Drama",5.1
liar's dice,Geetu Mohandas,2013,A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.,movie,104,"Adventure;Drama;Family",6.9
liberated: the new sexual revolution,,2017,"Filmmakers explore how pop culture shapes a new generation's beliefs about gender; sexuality and violence on display among students on spring break.",movie,84,Documentary,6.0
liefling,Brian Webber,2010,"An adventure-loving young woman catches the attention of a handsome beau in this musical celebration of love; friends and fate.",movie,114,Musical,5.8
life,,2018,"At Korea's top university medical center; ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",short,3,"Mystery;Short",9.5
life,,2018,"At Korea's top university medical center; ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",tvSeries,60,"Drama;Thriller",7.6
life 2.0,Jason Spingarn-Koff,2010,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.,movie,100,Documentary,6.2
life after beth,Jeff Baena,2014,"Following the death of his beloved girlfriend; Beth; Zach is first shattered and then overjoyed when she inexplicably comes back to life.",movie,89,"Comedy;Fantasy;Horror",5.6
life in the doghouse,Ron Davis,2018,"A couple operates a bustling dog rescue out of their own home; vowing to give a safe space to the neediest pups on the planet â€“ 10;000 and counting.",movie,84,Documentary,8.4
life ki toh lag gayi,Rakesh Mehta,2012,"A vengeful son; a cop on a mission; a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai.",movie,155,"Action;Comedy",5.3
life of an outcast,Pawan K Shrivastava,2018,"When authorities jail his son for rejecting religious bias; a poor fatherâ€™s struggle to bail him out highlights rural Indiaâ€™s enduring casteism.",movie,81,Drama,6.8
life on location,,2009,"Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program.",tvSeries,9,\N,7.5
life overtakes me,"John Haptas; Kristine Samuelson",2019,"In the grip of trauma; hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome.",short,39,"Documentary;Short",6.5
life plan a and b,,2016,Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.,tvMiniSeries,90,Drama,7.6
life sentence,,2018,"Cured of what she thought was terminal cancer; Stella Abbott faces a slew of experiences â€“ good and bad â€“ resulting from years of ""living for today.""",tvSeries,44,"Comedy;Drama",6.6
life sentence,,2018,"Cured of what she thought was terminal cancer; Stella Abbott faces a slew of experiences â€“ good and bad â€“ resulting from years of ""living for today.""",tvEpisode,42,"Action;Adventure;Crime",8.8
life story,,2014,This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.,tvMiniSeries,60,Documentary,9.0
life's speed bump,Wael Ehsan,2006,"Seeking job opportunities; a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman.",movie,110,"Comedy;Romance",6.6
lifechanger,Justin McConnell,2018,"A shapeshifter has to kill; then inhabit his victims; or die. But as his need for new bodies speeds up; he finally faces down his own mortality.",movie,84,"Drama;Fantasy;Horror",5.4
lifeline,Johnnie To,1997,Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.,movie,108,"Action;Drama",6.6
like arrows,Kevin Peeples,2018,"Over 50 years of their lives; a couple enjoys the blessings and setbacks of parenting; and learns that God has to be at the center of their family.",movie,100,Drama,6.5
like father,Lauren Miller Rogen,2018,"After she's left at the altar; a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",movie,98,"Comedy;Drama",6.1
lila & eve,Charles Stone III,2015,"After each of them loses a child to murder; two women who meet in a support group initiate their own investigation when the police are no help.",movie,94,"Crime;Drama;Thriller",5.8
lilli,Prasobh Vijayan,2018,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted; imprisoned and brutalized by a vicious gang.",movie,91,Thriller,5.8
limitless,Vrinda Samartha,2017,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.,movie,57,Documentary,6.6
lincoln,Steven Spielberg,2012,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln; focusing on his stewardship of the Union during the Civil War years.",movie,150,"Biography;Drama;History",7.3
line walker,Jazz Boon,2016,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.,movie,109,"Action;Crime;Mystery",6.1
lion pride,,2017,"After crossing paths at a crime scene; a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery.",tvSeries,78,Romance,7.3
lion's heart,Karim El Sobky,2013,"Kidnapped as a child and raised in the circus; a young lion tamerâ€™s tough side emerges when he gets entangled in an underworld murder mystery.",movie,94,"Comedy;Drama;Romance",6.7
lionheart,Genevieve Nnaji,2018,"When her father falls ill; Adaeze steps up to run the family business â€“ alongside her uncle â€“ and prove herself in a male-dominated world.",movie,95,Comedy,5.7
listen,Philippe Aractingi,2017,"A sound engineer falls for a model but after an unfortunate accident; he fights to save their love by triggering her senses.",movie,100,Drama,8.4
